userId;state;action_reward;n_state
509;309&2|302&5|289&2|288&5|754&1|343&3|690&3|310&1|307&2|328&1|879&1|258&4;892&1|266&1|603&4|181&4;309&2|302&5|289&2|288&5|754&1|343&3|690&3|310&1|307&2|328&1|879&1|258&4|892&1|266&1|603&4|181&4
197;751&3|808&3|328&4|62&2|679&1|750&5|161&4|11&1|187&5|313&4|515&5|690&3;1228&4|779&2|947&2|29&3;751&3|808&3|328&4|62&2|679&1|750&5|161&4|11&1|187&5|313&4|515&5|690&3|1228&4|779&2|947&2|29&3
616;313&5|689&4|348&3|299&3|288&4|326&3|303&4|272&5|302&5|339&3|895&3|331&4;322&4|748&3|316&4|937&4;313&5|689&4|348&3|299&3|288&4|326&3|303&4|272&5|302&5|339&3|895&3|331&4|322&4|748&3|316&4|937&4
751;194&5|215&4|83&5|168&5|1&3|660&4|111&3|402&3|173&4|490&4|209&4|704&2;88&4|916&1|1446&2|90&3;194&5|215&4|83&5|168&5|1&3|660&4|111&3|402&3|173&4|490&4|209&4|704&2|88&4|916&1|1446&2|90&3
474;200&3|179&5|66&4|116&5|132&4|196&5|427&5|615&4|326&3|411&2|405&4|127&5;4&5|73&3|618&4|382&3;200&3|179&5|66&4|116&5|132&4|196&5|427&5|615&4|326&3|411&2|405&4|127&5|4&5|73&3|618&4|382&3
940;272&4|792&2|50&4|7&4|430&4|209&4|69&2|8&5|181&3|238&4|286&3|657&4;549&2|12&4|855&5|66&4;272&4|792&2|50&4|7&4|430&4|209&4|69&2|8&5|181&3|238&4|286&3|657&4|549&2|12&4|855&5|66&4
638;50&4|188&3|82&2|554&3|121&4|144&5|4&4|403&3|431&4|385&5|405&3|187&2;194&3|202&3|410&4|234&4;50&4|188&3|82&2|554&3|121&4|144&5|4&4|403&3|431&4|385&5|405&3|187&2|194&3|202&3|410&4|234&4
74;307&4|690&4|539&3|326&4|258&4|294&4|237&4|285&3|245&3|268&3|351&3|328&4;15&4|124&3|150&3|137&3;307&4|690&4|539&3|326&4|258&4|294&4|237&4|285&3|245&3|268&3|351&3|328&4|15&4|124&3|150&3|137&3
671;96&5|654&3|118&5|257&5|1109&2|203&3|2&4|98&4|550&3|562&5|452&4|947&3;88&4|686&3|553&5|62&5;96&5|654&3|118&5|257&5|1109&2|203&3|2&4|98&4|550&3|562&5|452&4|947&3|88&4|686&3|553&5|62&5
908;151&3|195&4|173&3|12&3|488&4|558&4|288&4|205&3|50&4|527&3|69&3|79&4;47&3|732&3|434&4|479&4;151&3|195&4|173&3|12&3|488&4|558&4|288&4|205&3|50&4|527&3|69&3|79&4|47&3|732&3|434&4|479&4
615;127&5|275&4|1021&5|582&3|519&5|423&5|271&2|332&2|528&4|100&3|937&2|269&4;732&4|13&4|216&4|211&5;127&5|275&4|1021&5|582&3|519&5|423&5|271&2|332&2|528&4|100&3|937&2|269&4|732&4|13&4|216&4|211&5
224;729&3|736&3|191&4|708&2|556&1|135&1|276&3|258&3|245&3|313&5|686&4|724&3;1381&3|107&3|1085&1|1441&3;729&3|736&3|191&4|708&2|556&1|135&1|276&3|258&3|245&3|313&5|686&4|724&3|1381&3|107&3|1085&1|1441&3
718;121&4|284&4|255&4|879&2|689&4|756&5|815&4|273&3|471&5|15&5|546&4|111&4;820&2|1165&3|750&3|1047&3;121&4|284&4|255&4|879&2|689&4|756&5|815&4|273&3|471&5|15&5|546&4|111&4|820&2|1165&3|750&3|1047&3
830;197&4|69&5|100&5|203&4|661&4|151&3|15&4|612&4|588&5|228&3|679&3|837&5;498&5|194&4|820&1|126&5;197&4|69&5|100&5|203&4|661&4|151&3|15&4|612&4|588&5|228&3|679&3|837&5|498&5|194&4|820&1|126&5
436;172&3|66&5|1206&3|219&5|216&4|550&4|348&4|1468&5|127&5|73&4|748&3|99&3;546&3|1061&3|739&4|1053&4;172&3|66&5|1206&3|219&5|216&4|550&4|348&4|1468&5|127&5|73&4|748&3|99&3|546&3|1061&3|739&4|1053&4
882;526&4|470&4|515&5|929&1|1015&3|288&3|407&2|510&5|380&5|191&5|176&4|168&5;662&3|969&5|135&5|185&5;526&4|470&4|515&5|929&1|1015&3|288&3|407&2|510&5|380&5|191&5|176&4|168&5|662&3|969&5|135&5|185&5
506;71&5|443&4|463&3|770&3|503&4|234&5|367&3|1019&5|274&4|191&4|231&3|747&2;873&4|410&2|187&5|586&2;71&5|443&4|463&3|770&3|503&4|234&5|367&3|1019&5|274&4|191&4|231&3|747&2|873&4|410&2|187&5|586&2
202;96&4|204&3|286&1|481&1|195&4|604&5|258&4|423&3|269&4|172&3|1&3|515&1;191&2|179&1|283&3|484&4;96&4|204&3|286&1|481&1|195&4|604&5|258&4|423&3|269&4|172&3|1&3|515&1|191&2|179&1|283&3|484&4
132;50&3|154&4|127&4|275&3|484&4|175&3|521&4|286&3|56&5|1154&3|251&4|12&4;285&4|664&5|137&4|922&5;50&3|154&4|127&4|275&3|484&4|175&3|521&4|286&3|56&5|1154&3|251&4|12&4|285&4|664&5|137&4|922&5
459;1190&4|678&4|687&3|19&3|220&3|3&2|278&4|473&4|181&4|120&2|926&4|932&4;225&3|409&2|172&5|134&3;1190&4|678&4|687&3|19&3|220&3|3&2|278&4|473&4|181&4|120&2|926&4|932&4|225&3|409&2|172&5|134&3
767;300&4|1&5|170&5|187&4|242&4|22&4|176&3|183&4|28&4|524&5|177&5|506&5;478&4|141&4|615&4|180&5;300&4|1&5|170&5|187&4|242&4|22&4|176&3|183&4|28&4|524&5|177&5|506&5|478&4|141&4|615&4|180&5
396;678&3|288&3|977&3|118&4|1399&3|282&4|100&2|148&4|25&3|405&3|751&3|322&4;841&4|281&3|840&3|1215&2;678&3|288&3|977&3|118&4|1399&3|282&4|100&2|148&4|25&3|405&3|751&3|322&4|841&4|281&3|840&3|1215&2
181;15&3|477&1|887&1|1197&1|224&1|124&1|269&1|146&1|1391&1|980&1|927&1|328&3;974&4|762&2|827&2|105&1;15&3|477&1|887&1|1197&1|224&1|124&1|269&1|146&1|1391&1|980&1|927&1|328&3|974&4|762&2|827&2|105&1
441;538&3|294&4|100&3|1&5|751&4|683&2|117&4|288&2|259&3|338&4|342&4|300&3;282&4|9&4|15&3|25&3;538&3|294&4|100&3|1&5|751&4|683&2|117&4|288&2|259&3|338&4|342&4|300&3|282&4|9&4|15&3|25&3
797;181&5|286&2|269&3|687&2|298&3|259&3|336&2|257&5|307&2|243&2|328&2|127&4;720&2|340&2|990&2|781&5;181&5|286&2|269&3|687&2|298&3|259&3|336&2|257&5|307&2|243&2|328&2|127&4|720&2|340&2|990&2|781&5
625;222&4|214&4|515&4|678&3|70&3|484&4|255&2|294&3|498&4|476&2|403&3|528&3;204&3|165&3|408&4|151&3;222&4|214&4|515&4|678&3|70&3|484&4|255&2|294&3|498&4|476&2|403&3|528&3|204&3|165&3|408&4|151&3
231;127&3|866&3|748&4|313&3|121&4|597&3|181&4|300&4|471&5|151&1|15&4|1&3;289&4|846&4|126&5|924&5;127&3|866&3|748&4|313&3|121&4|597&3|181&4|300&4|471&5|151&1|15&4|1&3|289&4|846&4|126&5|924&5
43;597&3|705&4|69&4|208&5|14&2|258&5|168&4|276&4|137&4|196&4|186&3|531&4;155&4|781&3|63&3|1048&3;597&3|705&4|69&4|208&5|14&2|258&5|168&4|276&4|137&4|196&4|186&3|531&4|155&4|781&3|63&3|1048&3
317;268&3|331&4|300&4|351&3|271&3|355&4|245&4|326&3|323&2|313&4|683&2|879&3;350&5|260&4|748&5|678&2;268&3|331&4|300&4|351&3|271&3|355&4|245&4|326&3|323&2|313&4|683&2|879&3|350&5|260&4|748&5|678&2
489;360&5|873&3|1243&4|887&2|876&2|316&5|681&3|263&2|984&5|307&4|315&5|895&4;353&4|310&4|875&2|270&4;360&5|873&3|1243&4|887&2|876&2|316&5|681&3|263&2|984&5|307&4|315&5|895&4|353&4|310&4|875&2|270&4
532;242&4|1483&4|451&4|58&4|1207&2|1136&2|226&4|452&5|684&5|82&5|500&5|453&4;132&5|576&5|531&5|203&5;242&4|1483&4|451&4|58&4|1207&2|1136&2|226&4|452&5|684&5|82&5|500&5|453&4|132&5|576&5|531&5|203&5
130;1217&4|443&5|111&5|204&5|249&5|665&3|1279&4|426&4|412&4|281&4|67&4|531&5;682&4|398&3|316&4|450&2;1217&4|443&5|111&5|204&5|249&5|665&3|1279&4|426&4|412&4|281&4|67&4|531&5|682&4|398&3|316&4|450&2
624;1289&3|473&3|127&4|294&3|628&4|14&5|246&4|237&4|1012&4|327&4|126&4|3&3;358&3|313&5|262&4|272&5;1289&3|473&3|127&4|294&3|628&4|14&5|246&4|237&4|1012&4|327&4|126&4|3&3|358&3|313&5|262&4|272&5
404;313&5|754&3|683&4|243&3|286&1|272&4|892&2|289&1|343&1|307&4|323&3|327&2;342&3|332&4|750&3|269&4;313&5|754&3|683&4|243&3|286&1|272&4|892&2|289&1|343&1|307&4|323&3|327&2|342&3|332&4|750&3|269&4
665;1009&4|15&4|1028&4|134&4|1047&1|293&4|742&4|620&3|125&4|111&4|96&3|147&4;265&3|631&2|133&3|313&4;1009&4|15&4|1028&4|134&4|1047&1|293&4|742&4|620&3|125&4|111&4|96&3|147&4|265&3|631&2|133&3|313&4
748;514&4|153&4|678&2|328&4|286&3|495&3|515&4|588&4|97&4|528&3|603&5|168&3;657&4|710&3|175&5|83&3;514&4|153&4|678&2|328&4|286&3|495&3|515&4|588&4|97&4|528&3|603&5|168&3|657&4|710&3|175&5|83&3
236;298&4|549&4|282&5|273&1|181&4|174&3|294&2|56&5|692&4|632&3|28&4|864&2;427&5|478&3|289&4|333&3;298&4|549&4|282&5|273&1|181&4|174&3|294&2|56&5|692&4|632&3|28&4|864&2|427&5|478&3|289&4|333&3
680;286&4|137&4|7&5|151&5|273&3|50&5|276&5|14&5|98&4|294&4|143&4|285&5;248&4|274&3|20&4|845&4;286&4|137&4|7&5|151&5|273&3|50&5|276&5|14&5|98&4|294&4|143&4|285&5|248&4|274&3|20&4|845&4
419;69&4|197&5|1&4|617&4|286&4|300&4|191&4|275&5|134&5|212&1|405&3|28&3;14&5|615&5|514&4|494&3;69&4|197&5|1&4|617&4|286&4|300&4|191&4|275&5|134&5|212&1|405&3|28&3|14&5|615&5|514&4|494&3
622;8&4|135&4|204&3|31&3|433&4|1079&2|403&4|172&5|109&5|95&4|722&3|174&4;719&2|395&2|781&3|665&2;8&4|135&4|204&3|31&3|433&4|1079&2|403&4|172&5|109&5|95&4|722&3|174&4|719&2|395&2|781&3|665&2
66;258&4|597&3|1016&3|471&5|24&3|295&3|741&4|288&4|742&5|15&3|284&3|117&3;825&3|405&3|763&4|280&4;258&4|597&3|1016&3|471&5|24&3|295&3|741&4|288&4|742&5|15&3|284&3|117&3|825&3|405&3|763&4|280&4
779;235&4|284&3|7&3|1028&4|21&5|258&5|304&3|243&4|111&4|879&3|1&4|255&4;411&3|509&2|71&4|95&5;235&4|284&3|7&3|1028&4|21&5|258&5|304&3|243&4|111&4|879&3|1&4|255&4|411&3|509&2|71&4|95&5
445;908&1|93&1|1051&1|1009&2|300&1|325&1|288&2|1016&1|298&2|248&1|87&3|1011&1;1143&4|1047&1|174&4|1010&1;908&1|93&1|1051&1|1009&2|300&1|325&1|288&2|1016&1|298&2|248&1|87&3|1011&1|1143&4|1047&1|174&4|1010&1
737;192&5|154&4|64&4|186&5|12&4|137&5|47&3|11&3|156&5|171&4|22&4|427&3;187&5|175&5|222&3|428&4;192&5|154&4|64&4|186&5|12&4|137&5|47&3|11&3|156&5|171&4|22&4|427&3|187&5|175&5|222&3|428&4
452;404&4|202&3|1410&1|201&1|659&4|528&4|461&4|173&4|371&3|531&4|135&3|23&2;924&5|181&4|60&1|502&2;404&4|202&3|1410&1|201&1|659&4|528&4|461&4|173&4|371&3|531&4|135&3|23&2|924&5|181&4|60&1|502&2
235;429&4|285&4|1119&3|327&3|520&4|1193&4|344&5|185&4|1149&4|237&4|701&4|318&5;52&4|971&4|86&4|153&4;429&4|285&4|1119&3|327&3|520&4|1193&4|344&5|185&4|1149&4|237&4|701&4|318&5|52&4|971&4|86&4|153&4
817;9&3|129&4|288&4|928&3|328&4|289&2|324&2|117&5|273&5|245&2|147&3|124&4;840&2|363&3|281&4|597&2;9&3|129&4|288&4|928&3|328&4|289&2|324&2|117&5|273&5|245&2|147&3|124&4|840&2|363&3|281&4|597&2
365;271&4|272&4|741&2|1137&5|948&1|288&5|1420&2|151&4|100&5|316&4|25&4|150&5;287&4|1048&3|237&3|762&4;271&4|272&4|741&2|1137&5|948&1|288&5|1420&2|151&4|100&5|316&4|25&4|150&5|287&4|1048&3|237&3|762&4
400;313&5|306&3|294&3|258&5|690&3|321&4|689&3|300&4|288&4|304&4|895&4|286&4;307&3|332&2|343&4|323&4;313&5|306&3|294&3|258&5|690&3|321&4|689&3|300&4|288&4|304&4|895&4|286&4|307&3|332&2|343&4|323&4
860;692&5|49&2|56&4|211&3|220&3|712&3|517&4|307&3|393&2|272&3|865&4|715&4;269&2|344&3|1041&2|846&2;692&5|49&2|56&4|211&3|220&3|712&3|517&4|307&3|393&2|272&3|865&4|715&4|269&2|344&3|1041&2|846&2
70;473&3|1&4|588&5|173&4|496&4|204&3|511&5|176&4|450&1|546&2|168&4|472&3;142&3|63&3|152&4|383&2;473&3|1&4|588&5|173&4|496&4|204&3|511&5|176&4|450&1|546&2|168&4|472&3|142&3|63&3|152&4|383&2
512;318&5|1459&4|258&3|527&5|302&4|273&5|198&5|11&5|183&5|325&2|1238&4|186&5;23&4|56&5|50&5|1&4;318&5|1459&4|258&3|527&5|302&4|273&5|198&5|11&5|183&5|325&2|1238&4|186&5|23&4|56&5|50&5|1&4
495;89&3|1118&5|1079&5|153&5|578&3|633&5|168&5|650&5|121&5|88&4|521&5|507&4;573&4|1444&2|1157&4|158&3;89&3|1118&5|1079&5|153&5|578&3|633&5|168&5|650&5|121&5|88&4|521&5|507&4|573&4|1444&2|1157&4|158&3
381;30&4|97&4|634&3|49&2|16&4|79&3|647&4|15&2|212&5|96&5|724&3|525&5;151&5|225&3|304&5|682&2;30&4|97&4|634&3|49&2|16&4|79&3|647&4|15&2|212&5|96&5|724&3|525&5|151&5|225&3|304&5|682&2
631;307&4|877&2|289&4|315&4|346&4|301&4|334&2|313&4|873&2|288&3|886&4|272&4;338&2|1527&2|323&2|682&2;307&4|877&2|289&4|315&4|346&4|301&4|334&2|313&4|873&2|288&3|886&4|272&4|338&2|1527&2|323&2|682&2
346;273&4|128&2|187&3|17&1|1188&1|121&4|234&2|660&2|133&5|578&2|188&4|515&5;226&3|245&4|1090&2|415&2;273&4|128&2|187&3|17&1|1188&1|121&4|234&2|660&2|133&5|578&2|188&4|515&5|226&3|245&4|1090&2|415&2
633;333&3|79&5|50&4|177&3|665&3|385&4|110&3|71&3|147&4|237&4|148&1|939&4;172&3|1046&4|651&3|234&4;333&3|79&5|50&4|177&3|665&3|385&4|110&3|71&3|147&4|237&4|148&1|939&4|172&3|1046&4|651&3|234&4
75;411&5|117&4|475&5|129&3|685&4|756&2|123&3|1017&5|405&4|125&3|742&1|1059&1;114&4|271&5|190&5|824&1;411&5|117&4|475&5|129&3|685&4|756&2|123&3|1017&5|405&4|125&3|742&1|1059&1|114&4|271&5|190&5|824&1
499;474&4|157&3|132&4|176&4|153&4|519&3|514&5|257&5|588&4|194&4|1101&5|483&5;663&5|8&5|69&5|520&3;474&4|157&3|132&4|176&4|153&4|519&3|514&5|257&5|588&4|194&4|1101&5|483&5|663&5|8&5|69&5|520&3
353;270&2|343&2|898&2|300&3|315&4|245&4|326&2|260&1|331&4|286&5|750&4|301&3;313&5|333&4|272&5|332&5;270&2|343&2|898&2|300&3|315&4|245&4|326&2|260&1|331&4|286&5|750&4|301&3|313&5|333&4|272&5|332&5
630;476&5|111&5|934&3|871&2|193&3|975&4|127&2|15&3|983&3|717&3|278&4|1061&2;64&5|31&2|465&1|568&4;476&5|111&5|934&3|871&2|193&3|975&4|127&2|15&3|983&3|717&3|278&4|1061&2|64&5|31&2|465&1|568&4
491;408&5|654&5|657&5|236&4|237&3|475&4|116&5|23&2|129&4|273&5|285&5|684&5;294&2|45&5|190&4|325&1;408&5|654&5|657&5|236&4|237&3|475&4|116&5|23&2|129&4|273&5|285&5|684&5|294&2|45&5|190&4|325&1
385;1012&3|218&2|719&2|503&3|671&3|940&3|455&4|1097&5|533&4|421&2|144&3|429&4;1367&5|1017&3|346&3|37&4;1012&3|218&2|719&2|503&3|671&3|940&3|455&4|1097&5|533&4|421&2|144&3|429&4|1367&5|1017&3|346&3|37&4
128;603&5|705&3|471&4|736&5|98&4|427&5|210&4|172&3|609&4|56&3|417&4|197&4;1035&3|402&1|228&3|218&3;603&5|705&3|471&4|736&5|98&4|427&5|210&4|172&3|609&4|56&3|417&4|197&4|1035&3|402&1|228&3|218&3
200;660&3|218&5|1073&3|196&4|9&4|258&4|151&3|107&3|177&4|826&4|89&5|951&5;580&2|866&4|291&3|552&4;660&3|218&5|1073&3|196&4|9&4|258&4|151&3|107&3|177&4|826&4|89&5|951&5|580&2|866&4|291&3|552&4
245;1033&5|717&4|596&4|473&2|222&4|300&4|94&2|1028&5|597&4|133&2|112&4|210&3;894&1|50&4|258&4|240&1;1033&5|717&4|596&4|473&2|222&4|300&4|94&2|1028&5|597&4|133&2|112&4|210&3|894&1|50&4|258&4|240&1
444;751&4|515&4|50&5|100&5|286&2|300&4|272&5|245&4|307&3|1483&2|258&3|9&5;916&3|271&3|678&3|906&4;751&4|515&4|50&5|100&5|286&2|300&4|272&5|245&4|307&3|1483&2|258&3|9&5|916&3|271&3|678&3|906&4
94;45&5|68&4|686&4|185&5|624&2|134&5|1101&3|527&5|744&4|455&3|943&3|67&3;930&2|286&4|786&3|1188&3;45&5|68&4|686&4|185&5|624&2|134&5|1101&3|527&5|744&4|455&3|943&3|67&3|930&2|286&4|786&3|1188&3
420;286&4|251&5|100&5|508&3|127&5|137&4|302&4|190&5|173&3|86&5|14&5|855&5;690&5|319&4|331&3|301&3;286&4|251&5|100&5|508&3|127&5|137&4|302&4|190&5|173&3|86&5|14&5|855&5|690&5|319&4|331&3|301&3
416;451&5|1226&3|463&4|660&5|765&4|1152&4|242&4|926&2|1188&3|231&3|1014&3|275&5;172&5|627&5|194&5|476&5;451&5|1226&3|463&4|660&5|765&4|1152&4|242&4|926&2|1188&3|231&3|1014&3|275&5|172&5|627&5|194&5|476&5
593;423&4|807&4|496&5|111&5|26&4|140&4|106&2|724&3|9&3|775&3|161&5|234&2;245&3|238&4|385&4|237&4;423&4|807&4|496&5|111&5|26&4|140&4|106&2|724&3|9&3|775&3|161&5|234&2|245&3|238&4|385&4|237&4
450;479&4|783&3|1249&3|571&2|1402&2|708&4|126&5|1091&4|204&4|765&3|620&4|1261&4;371&3|647&4|908&1|260&2;479&4|783&3|1249&3|571&2|1402&2|708&4|126&5|1091&4|204&4|765&3|620&4|1261&4|371&3|647&4|908&1|260&2
207;127&5|483&5|258&4|208&4|273&4|684&3|248&3|238&2|117&3|526&4|12&3|8&3;319&3|282&4|538&2|224&3;127&5|483&5|258&4|208&4|273&4|684&3|248&3|238&2|117&3|526&4|12&3|8&3|319&3|282&4|538&2|224&3
479;1&5|328&4|182&4|479&4|169&5|148&2|602&4|588&1|546&2|151&4|185&4|475&1;272&4|535&3|455&4|183&5;1&5|328&4|182&4|479&4|169&5|148&2|602&4|588&1|546&2|151&4|185&4|475&1|272&4|535&3|455&4|183&5
866;306&4|242&3|302&2|889&2|887&3|313&1|303&4|344&2|882&2|300&1|896&2|340&2;315&4|900&4|321&3|319&4;306&4|242&3|302&2|889&2|887&3|313&1|303&4|344&2|882&2|300&1|896&2|340&2|315&4|900&4|321&3|319&4
32;246&4|257&4|455&2|181&4|268&5|249&4|290&3|1012&4|9&3|307&2|222&3|100&3;240&2|405&4|118&3|235&3;246&4|257&4|455&2|181&4|268&5|249&4|290&3|1012&4|9&3|307&2|222&3|100&3|240&2|405&4|118&3|235&3
386;118&3|181&3|1016&4|323&4|685&4|455&3|127&5|405&4|117&5|515&5|121&3|273&3;546&2|281&3|982&3|833&3;118&3|181&3|1016&4|323&4|685&4|455&3|127&5|405&4|117&5|515&5|121&3|273&3|546&2|281&3|982&3|833&3
331;31&2|958&5|124&4|234&4|933&3|1&1|178&3|64&4|7&4|132&3|947&5|182&4;304&5|694&4|269&5|11&2;31&2|958&5|124&4|234&4|933&3|1&1|178&3|64&4|7&4|132&3|947&5|182&4|304&5|694&4|269&5|11&2
928;269&5|496&5|266&5|48&5|172&5|878&5|134&5|191&5|1025&5|487&5|877&5|173&4;333&3|328&3|9&5|246&5;269&5|496&5|266&5|48&5|172&5|878&5|134&5|191&5|1025&5|487&5|877&5|173&4|333&3|328&3|9&5|246&5
559;197&4|863&5|427&4|521&2|202&1|226&5|259&3|233&3|1141&2|318&5|265&4|398&3;502&4|238&1|523&4|73&4;197&4|863&5|427&4|521&2|202&1|226&5|259&3|233&3|1141&2|318&5|265&4|398&3|502&4|238&1|523&4|73&4
454;356&1|310&4|471&3|8&5|199&3|611&2|842&2|431&3|988&2|107&3|270&4|961&1;498&3|478&2|735&2|283&3;356&1|310&4|471&3|8&5|199&3|611&2|842&2|431&3|988&2|107&3|270&4|961&1|498&3|478&2|735&2|283&3
691;748&4|735&5|182&5|64&5|304&3|294&4|496&5|1172&5|631&4|79&5|98&4|50&4;1&5|205&5|170&5|772&5;748&4|735&5|182&5|64&5|304&3|294&4|496&5|1172&5|631&4|79&5|98&4|50&4|1&5|205&5|170&5|772&5
30;304&4|751&3|286&5|259&4|313&5|231&2|319&4|321&4|172&4|252&3|780&4|1007&5;28&4|683&3|257&4|539&3;304&4|751&3|286&5|259&4|313&5|231&2|319&4|321&4|172&4|252&3|780&4|1007&5|28&4|683&3|257&4|539&3
627;135&4|76&3|704&4|684&4|86&3|358&3|4&2|162&3|1135&3|591&3|1044&2|523&4;597&3|62&4|227&3|550&1;135&4|76&3|704&4|684&4|86&3|358&3|4&2|162&3|1135&3|591&3|1044&2|523&4|597&3|62&4|227&3|550&1
109;831&2|1161&3|755&5|181&5|411&4|294&4|42&1|147&4|332&3|162&2|131&1|975&3;1139&2|373&5|940&3|68&3;831&2|1161&3|755&5|181&5|411&4|294&4|42&1|147&4|332&3|162&2|131&1|975&3|1139&2|373&5|940&3|68&3
541;659&5|234&5|1053&3|118&4|810&3|655&4|781&5|8&5|239&4|553&4|174&4|755&5;1030&3|50&5|542&1|543&4;659&5|234&5|1053&3|118&4|810&3|655&4|781&5|8&5|239&4|553&4|174&4|755&5|1030&3|50&5|542&1|543&4
533;88&4|134&4|168&4|234&2|474&3|609&4|1291&1|122&1|480&4|484&3|449&4|19&3;274&4|222&5|236&4|150&3;88&4|134&4|168&4|234&2|474&3|609&4|1291&1|122&1|480&4|484&3|449&4|19&3|274&4|222&5|236&4|150&3
881;435&3|291&3|1&4|276&5|357&5|28&5|194&3|566&4|483&4|209&3|125&5|630&4;134&5|43&3|550&3|108&3;435&3|291&3|1&4|276&5|357&5|28&5|194&3|566&4|483&4|209&3|125&5|630&4|134&5|43&3|550&3|108&3
351;341&4|311&4|340&1|310&5|359&4|751&4|882&5|313&5|343&3|332&5|888&4|289&5;898&5|1105&4|312&5|750&5;341&4|311&4|340&1|310&5|359&4|751&4|882&5|313&5|343&3|332&5|888&4|289&5|898&5|1105&4|312&5|750&5
68;9&4|471&3|288&4|7&3|118&2|117&4|276&5|237&5|121&1|742&1|282&1|475&5;411&1|1089&1|405&3|1047&1;9&4|471&3|288&4|7&3|118&2|117&4|276&5|237&5|121&1|742&1|282&1|475&5|411&1|1089&1|405&3|1047&1
374;257&3|566&3|1&4|97&5|385&4|568&5|735&5|121&4|223&5|1101&4|458&5|153&5;977&1|845&2|231&2|934&3;257&3|566&3|1&4|97&5|385&4|568&5|735&5|121&4|223&5|1101&4|458&5|153&5|977&1|845&2|231&2|934&3
583;519&5|100&5|655&5|195&4|708&5|198&4|258&4|175&5|513&5|276&4|663&4|209&4;12&5|425&5|524&5|239&2;519&5|100&5|655&5|195&4|708&5|198&4|258&4|175&5|513&5|276&4|663&4|209&4|12&5|425&5|524&5|239&2
845;751&2|269&4|303&1|1394&4|306&2|272&3|903&4|268&3|310&4|242&4|904&3|1238&2;900&3|286&5|877&2|1234&4;751&2|269&4|303&1|1394&4|306&2|272&3|903&4|268&3|310&4|242&4|904&3|1238&2|900&3|286&5|877&2|1234&4
330;22&5|181&5|255&4|209&3|153&5|213&5|88&5|102&4|58&5|568&5|403&5|747&3;575&4|376&4|963&5|549&5;22&5|181&5|255&4|209&3|153&5|213&5|88&5|102&4|58&5|568&5|403&5|747&3|575&4|376&4|963&5|549&5
287;476&1|252&1|815&3|1067&2|546&4|108&4|92&4|1&5|301&3|248&5|710&4|121&4;895&2|340&5|346&5|313&4;476&1|252&1|815&3|1067&2|546&4|108&4|92&4|1&5|301&3|248&5|710&4|121&4|895&2|340&5|346&5|313&4
54;117&5|240&4|597&2|827&3|7&4|121&4|260&4|273&4|258&4|24&1|930&1|338&3;298&4|255&3|307&4|340&4;117&5|240&4|597&2|827&3|7&4|121&4|260&4|273&4|258&4|24&1|930&1|338&3|298&4|255&3|307&4|340&4
447;147&4|117&4|98&4|252&3|25&4|11&4|200&3|411&2|9&2|68&5|963&5|737&4;498&4|55&4|5&3|204&4;147&4|117&4|98&4|252&3|25&4|11&4|200&3|411&2|9&2|68&5|963&5|737&4|498&4|55&4|5&3|204&4
158;235&1|385&3|744&4|1011&4|810&4|455&4|120&1|431&5|472&3|271&4|294&1|823&2;580&4|154&4|216&3|204&4;235&1|385&3|744&4|1011&4|810&4|455&4|120&1|431&5|472&3|271&4|294&1|823&2|580&4|154&4|216&3|204&4
557;865&3|271&4|254&4|289&4|252&3|50&4|682&2|12&5|343&4|307&5|294&3|529&5;892&3|346&2|288&1|8&5;865&3|271&4|254&4|289&4|252&3|50&4|682&2|12&5|343&4|307&5|294&3|529&5|892&3|346&2|288&1|8&5
278;315&4|515&5|294&4|882&3|525&5|752&5|269&5|306&5|538&4|286&5|313&5|347&4;603&5|98&4|22&5|923&5;315&4|515&5|294&4|882&3|525&5|752&5|269&5|306&5|538&4|286&5|313&5|347&4|603&5|98&4|22&5|923&5
302;245&2|270&2|301&4|322&2|323&2|303&2|307&4|333&3|289&3|328&3|988&2|271&4;680&2|266&2|299&2|879&2;245&2|270&2|301&4|322&2|323&2|303&2|307&4|333&3|289&3|328&3|988&2|271&4|680&2|266&2|299&2|879&2
644;259&4|322&5|748&4|125&4|293&4|289&1|328&4|294&4|457&4|308&4|1610&3|258&4;257&5|298&4|250&4|871&4;259&4|322&5|748&4|125&4|293&4|289&1|328&4|294&4|457&4|308&4|1610&3|258&4|257&5|298&4|250&4|871&4
913;530&2|164&2|481&3|180&3|99&4|184&3|1&2|174&5|310&3|418&3|22&5|302&4;172&5|655&4|96&5|461&4;530&2|164&2|481&3|180&3|99&4|184&3|1&2|174&5|310&3|418&3|22&5|302&4|172&5|655&4|96&5|461&4
574;1022&2|333&3|286&3|268&5|750&3|346&4|327&3|269&5|328&3|754&4|289&4|315&3;316&4|213&4|332&3|100&5;1022&2|333&3|286&3|268&5|750&3|346&4|327&3|269&5|328&3|754&4|289&4|315&3|316&4|213&4|332&3|100&5
442;288&4|184&2|38&3|27&2|441&3|188&3|410&4|559&2|433&4|2&3|635&4|186&4;22&2|943&4|31&3|69&3;288&4|184&2|38&3|27&2|441&3|188&3|410&4|559&2|433&4|2&3|635&4|186&4|22&2|943&4|31&3|69&3
