item_id;vectors
21;1.2493155|0.028897524|0.65339494|0.18031186|0.17209074|0.57370967|0.03358522|0.70410806|0.6644846|-0.92121|0.47030112|-0.52845|0.7813391|0.10734737|1.0213454|-0.6371899|0.1869675|0.5582633|0.8670155|-0.7961316|-0.19844618|-0.070177466|0.29867202|-0.0255557|-0.28325483|-0.7408905|0.22470838|0.31979695|-0.014339417|0.21063808|-0.7512249|-0.20737638|0.47120568|-0.15913975|-0.6343904|0.78507185|-0.47232175|0.5881595|-0.107667506|-0.0059505403|-0.28345442|-0.2667889|-0.54947627|0.034819543|0.4352566|0.15391117|-0.44625178|0.115630955|0.3269374|0.7014841|0.12122783|-0.34483185|-0.2928231|-0.07398576|-0.09791748|0.8356043|-0.32499936|-0.34724024|-0.36279333|-1.0175999|-0.4698184|-0.538449|0.051811397|0.6684204|-0.31819132|-0.033320457|-0.011428535|0.07986593|0.16678117|0.31362507|-0.15898618|-0.16413926|-0.32386905|-0.1339022|-0.15344745|0.021392494|-0.713766|-1.0049157|0.33898306|0.2029954|-0.4560165|0.21791169|-0.8961067|-0.049210403|-0.5636882|-0.34496462|-0.24925557|0.14115429|-0.14286745|0.3560111|-0.16370995|0.27993098|0.018004954|-0.14816432|-0.081121385|0.21267915|-0.0016962886|0.778651|0.16261241|-0.40235272
22;0.2064307|-0.31025302|0.173723|0.25560683|-0.62345225|0.5612908|-0.60941994|0.890118|0.037582293|-0.28642637|0.4648501|-0.15654409|0.29990137|-0.63482666|0.4102738|-1.1184263|-0.18465428|0.614429|0.4288682|-0.0911926|-0.92394364|0.23713244|-0.10335034|-0.18131757|0.1971243|-0.26910824|-0.256026|0.8971061|0.17032897|-0.82856965|-0.3848995|0.44461966|0.5846123|0.33855444|-0.6791166|0.06847344|-0.82945615|0.20983128|-0.4354319|-0.30984342|-0.1318676|0.3482518|-0.63905716|-0.40081543|0.37495968|-1.0041239|-0.8781226|-0.21307865|0.11290166|0.36747012|0.77331674|-0.08132391|-0.28283632|0.20284568|0.27247465|0.593214|-0.19268045|-0.42602897|0.011021793|-0.7397162|-0.42851362|0.16239728|0.33027214|0.27176818|0.6084486|-0.1434037|-0.3193684|-0.577666|0.26295018|0.34323823|0.13372046|0.020810291|-0.6508669|-0.45888758|0.31616393|-0.2928509|-0.032987475|-0.9485525|0.41039273|0.06361106|0.07339237|-0.85369945|0.11172944|-0.052957736|-0.13388091|-0.2951259|0.76229966|0.19931924|0.53334475|0.23093182|-0.7399999|0.7409643|-1.1177738|-0.22922237|0.18917096|-0.30489728|-0.89488053|0.40880227|0.71221334|-0.5702815
23;1.069135|-0.85690254|1.0121028|1.0079018|-0.71401256|0.5064654|-0.27065325|0.9068725|-0.6442199|-0.2959381|1.0991843|-0.59356165|-0.41937625|-0.2763457|0.4398498|-1.114928|0.2862823|0.5724862|0.54469156|-0.6215118|-0.085567966|0.3563714|-0.31122708|-0.5565743|-0.0476899|-0.6207491|-0.19431229|0.8525628|0.1566093|-0.37537006|-0.519596|-0.4688674|0.441216|-0.34974873|0.17266342|0.5431879|-0.20429452|0.11642094|-0.9272443|0.108587384|-0.49525863|-0.37482423|-0.15273434|-0.493528|-0.5972969|-0.2133266|-0.40291148|0.42066675|0.5213058|0.21329886|0.21558659|0.1500161|-0.0416013|-0.3613618|-0.96834254|-0.1555379|-0.3573548|-0.93461627|-0.63699186|-0.8610728|0.3074685|0.36887702|0.24432349|-0.13123313|0.028536553|0.1439245|-0.3139177|0.53137255|0.31640103|-0.5473993|-0.0025687814|0.3094712|-0.21045241|-0.18132377|-0.66155756|0.21196948|-0.48696274|-0.92882866|0.026606083|-0.21914652|-0.071447074|0.039630614|-0.5066655|0.21348903|0.010862917|-0.010095321|0.5848632|-0.5243631|0.8102326|0.4348159|-0.117456526|-0.1475558|-0.28364444|0.47003382|-0.38950774|-0.45194358|-0.3904239|0.4401839|-0.11494179|-0.12271212
24;1.258007|0.13973299|0.4235118|-0.14829046|-0.39450613|0.29999056|0.4485612|0.5379665|-0.19185376|-0.4934308|0.41283596|-0.5875326|-0.23655769|-0.104549125|0.4727257|-0.6836479|-0.5916135|0.2672862|0.2642149|-0.81913435|-0.009936094|-0.59414923|0.034597576|-0.39945006|-0.25620303|-0.8426664|-0.85133666|0.8068472|0.65603584|-0.35205382|-0.6726544|-0.40426317|-0.3531142|0.13133502|-0.8164578|0.42173266|-0.53962606|0.06849907|-0.10203096|-0.42241833|-0.63492024|-0.17681035|0.17992267|-0.8951971|0.004996039|-0.8846963|-1.0347538|1.3185415|0.38752553|0.7612786|0.14472952|-0.053656965|-0.23930208|-0.25705552|-0.6995077|0.35223812|-0.4135284|-0.13332978|-0.0032836497|-0.26496166|0.082126066|0.40517962|-0.16667584|-0.11280894|-0.2579726|0.53107727|-0.4797634|0.38220724|0.4260883|-0.29551435|-0.41534603|-0.11359273|0.20750612|0.39002842|-0.6431574|0.5572996|-0.29188597|-1.2301903|0.41287318|0.5722695|0.13940129|0.19125766|-0.75408983|0.20793024|-0.6491872|-0.04745081|0.18470073|-0.40351507|0.29410356|0.3184117|-0.37645775|-0.30906633|-0.18103035|0.22118312|-0.86254025|-0.3383617|-0.7686568|0.7356035|0.2877675|-0.21472986
25;0.8567755|-0.6415731|0.2797339|0.23343578|0.07148549|0.10526112|-0.026394188|0.7696183|-0.21927053|-0.4139023|0.5136794|-0.05340159|-0.23732787|-0.1866014|0.63545865|-0.8959147|0.34568083|0.2874804|0.544057|-0.33162558|0.36109385|0.18596205|-0.5637584|-0.1533908|-0.82108164|-0.29984474|-0.0170106|0.6389033|-0.1879331|-0.07270059|-0.2576759|-0.21904008|0.6098747|0.1867629|-0.6227933|-0.031908274|0.16454813|0.64541626|-0.25326836|-0.32899007|-0.28808996|-0.27614382|-0.3728494|-0.58267546|-0.46461186|-0.45473906|-0.3654661|-0.10762704|0.05796072|0.48203653|0.5355747|-0.23966381|-0.38014385|0.4672129|0.059371114|0.19316868|-0.68842113|-0.45423883|0.008060887|-0.8319571|-0.45521832|-0.26305115|0.75958794|0.38378078|-0.14949332|0.11893473|0.09459913|-0.51731205|-0.015208224|0.10045451|-0.23676856|0.5513967|-0.63659096|-0.2148573|-0.9487956|-0.1644408|-0.57653326|-0.9503101|0.13088821|-0.1057342|0.22155084|-0.44030753|-0.25258407|-0.024673283|-0.4758935|-0.20849085|0.38314775|-0.26150778|0.37780884|0.4876002|-0.6494529|0.13888584|-0.5131896|0.34161636|0.11740583|0.12955204|-0.027411655|1.0167874|0.53581923|-0.5445787
26;1.0427308|-0.17472947|0.40219596|-0.04612553|-0.3186617|0.44110262|-0.70251954|1.0644984|-0.25810653|-0.20815973|0.54085064|-0.46586314|0.38190418|-0.44325656|0.47438115|-0.4368769|-0.5441385|0.39007583|0.9739079|-0.5746057|0.49725807|0.8748112|-0.7095712|-0.25009838|0.1152454|-0.72123575|0.11824694|0.80203927|-0.06345539|0.036552787|-0.27274054|-0.04730136|-0.0031377971|-0.092456974|-0.34117055|0.6308134|-0.119837075|0.480246|-0.5015168|-0.2608228|-0.25112888|-0.03843811|0.034694463|-0.60931253|0.10455832|-0.45964593|-0.41400906|-0.063000806|0.34766725|-0.07013641|-0.11172193|-0.18365778|-0.36745828|-0.025958866|-0.113933265|0.13639376|-0.55915904|-0.4189492|-0.14867301|-0.3101936|-0.2179135|0.104259074|-0.00045749545|0.41140038|-0.05635772|0.52752507|-0.47825173|0.31385824|-0.0870693|0.1659654|-0.06170419|0.0532365|-0.3853812|-0.06264242|-0.64549756|0.30192113|-0.8325641|-0.85319084|0.28564376|-0.34375587|0.1748684|-0.01743395|-0.2941558|-0.40244126|-0.72903645|-0.33887345|0.44779676|0.014909312|-0.0998137|0.5958841|-0.076499104|0.27991402|-0.3026078|0.17366359|-0.026244536|-0.43536583|-0.34250328|1.025127|-0.04899536|-0.5399043
27;0.48638445|-0.6792052|0.20435265|-0.46482566|-0.43798804|-0.18004644|-0.15882383|0.5506294|0.2471047|-0.42409533|0.41370934|-0.97524834|0.16572773|-0.38568282|0.75900996|-0.9645449|-0.041689068|0.24082218|0.3644014|-1.1117172|0.31433123|0.7894274|-0.42890564|0.0645581|-0.28845564|-0.13129738|-0.10952047|1.2835269|-0.16053379|-0.15439421|-0.6828773|0.08891306|0.1927482|0.16318995|-0.2790076|0.474218|-0.9193169|0.27121806|0.022511452|-0.4944343|-0.21416952|-0.7394618|-0.38040063|-0.1296089|0.47603777|-0.22206303|-0.19922024|0.070102744|0.32455525|0.59852946|0.6295434|-0.62571585|0.36096948|-0.16270624|-0.24830367|0.054176435|-0.28968146|-0.8896248|-0.13742468|-0.4846137|-0.3979999|0.4100513|0.78651|0.120821334|-0.15761329|0.25321007|-0.6824808|0.6399771|0.32501802|-0.057037666|-0.38135532|0.02090396|0.50559604|0.543256|-0.65694296|0.7521814|-0.54259187|-0.41744757|-0.0023198426|-0.12724279|-0.24051878|0.7482319|-0.8618742|0.72633946|-0.328779|0.12331612|-0.117488086|-0.13753057|0.45544928|0.18206011|0.044292063|-0.08135226|0.24054414|0.03343205|0.26813924|0.3663182|-0.45016992|0.75893414|0.66615844|0.19636366
28;0.8355972|-0.14867423|0.5413339|0.45394784|0.06525338|0.44493437|-0.30207843|0.8028089|-0.018631652|0.1292069|0.19487906|-0.23543347|0.037453786|-0.5661723|0.8395893|-0.50426775|0.10289621|0.35912037|0.2518499|-0.13786271|0.21671246|-0.35513484|-0.9294616|-0.09924303|-0.90950036|-0.2449892|-0.47287828|0.4194649|0.093889356|-0.3312335|-0.25940496|0.2618798|0.7137845|0.34221774|-0.8767624|0.30317602|-0.21198307|-0.112854496|-0.52883273|-0.6014913|-0.6812515|0.044140756|-0.34693646|-0.79082096|-0.12443107|-0.7715522|-0.46958417|-0.06787986|0.28493798|0.49497086|0.264615|0.26552203|-0.8110012|-0.48933634|-0.66353047|-0.13828826|-0.45735982|-0.6589552|0.13118176|-0.4036665|0.286664|0.1136366|0.05825275|0.3707214|-0.36441657|0.10880144|-0.015097201|-0.24864778|-0.09493914|-0.2458771|-0.18205377|0.009867132|-0.555441|0.43939543|-0.5942805|0.20805106|-0.8738183|-0.65463006|0.29119375|-0.36787075|0.03931001|0.04743927|-0.3503908|-0.14910707|-0.10350311|0.21297857|0.28867006|-0.13790485|0.4618997|0.006324321|-0.11333406|0.14907771|-0.5007385|0.14481713|-0.41052175|0.08922776|-0.13899262|0.74707365|-0.10373168|-0.60998744
29;0.96281487|-0.46949938|0.5034553|0.21792376|-0.54125684|0.46353713|-0.28581744|0.3363021|-0.12913743|-0.3889738|0.54663074|-0.36287522|0.06431661|-0.3925498|0.5689084|-0.6710119|-0.6097518|0.4918331|0.07322258|-0.21831535|-0.12128438|-0.217051|-0.74543226|-0.20981388|-0.18771523|-0.18258756|-0.011389852|0.18962693|0.17629379|-0.014349401|-0.27326614|-0.33144605|0.5183941|0.047414027|-0.5842062|0.5136558|-0.6574657|0.35899752|-0.45049974|-0.42136335|0.121353164|-0.49926856|-0.5136471|-0.41630036|0.059874985|-0.48799|-0.15911125|-0.20387912|0.39923233|0.22540846|0.5363469|-0.04877323|-0.0708006|-0.49379957|-0.54636467|0.051072285|-0.34511912|-0.16808969|-0.48406252|-0.2523153|-0.12340773|-0.14517622|0.37126148|-0.045361847|0.30066836|0.26132396|-0.18702012|0.013000868|0.29132402|0.39140868|-0.28392923|0.040365398|-0.32545266|-0.27267066|-0.4509051|0.16859159|-0.16279002|-0.68226224|0.37332964|0.08007406|0.33786452|-0.29570153|-0.19660576|-0.13076395|-0.02995047|-0.056887414|0.4565562|0.0959785|0.06724873|0.48648995|-0.36242935|0.12773049|-0.6130619|0.15562439|-0.2955393|0.19375682|-0.5855988|0.6530594|0.24759296|-0.29492
30;0.39712542|-0.14704281|0.036452144|0.57874656|-0.4128735|-0.007219583|-0.24637994|0.6473874|0.047553316|-0.7227422|0.22943866|-0.26382595|0.3720637|-0.735384|0.5186597|-0.6420569|-0.41249722|0.5489986|0.15834415|-0.32456097|0.15779063|0.91265154|-0.6273594|-0.5928672|-0.16368303|-0.35473853|-0.22102408|0.7270722|-0.40117443|-0.47510377|-0.27241778|-0.064135514|0.8093989|0.09215239|-0.40881258|0.48789805|-0.13301826|0.44910926|0.24332446|-0.16880536|0.042093143|-0.45996308|-0.7365556|-0.5230862|-0.38134924|0.002482921|-0.5974884|-0.1933307|0.52982616|0.3403389|1.0784681|-0.310283|-0.48694128|0.13698281|-0.8416102|-0.02463007|-0.90133286|-0.5606111|-0.24001783|-0.7612166|-0.37659824|0.24385926|0.76777065|0.007915763|-0.0069564395|0.5180797|-0.50320363|0.4407222|0.070515916|0.28605473|-0.70014757|-0.044565454|-0.3114026|-0.53149784|-0.25364372|-0.21225302|-0.42109528|-0.59197146|-0.0906612|-0.32149184|0.015121028|-0.018516356|-0.5795244|-0.06086631|-0.8106916|-0.28044662|0.56384885|-0.2641408|0.46287155|0.5945443|-0.40415683|0.26255032|-0.6693373|1.0437919|-0.32440758|-0.42530176|-0.10326396|0.75965405|-0.025439888|-0.20417646
31;0.7713593|-0.67224365|0.5808664|0.45932293|-0.08633302|0.5496578|-0.015004903|0.78737473|-0.124664485|-0.85231864|0.4758451|-0.45373893|-0.22294345|-0.43316865|0.59961987|-0.346923|-0.15261494|0.64786416|0.41535574|-0.47109228|-0.28557694|-0.27591726|-0.6707582|-0.54270947|0.08126652|-0.41214237|-0.33905393|0.8293085|0.42759377|-0.26800135|-0.41703254|-0.25156078|-0.08315885|0.025289346|-0.28246382|0.013893336|-0.18445632|0.3701852|-0.5621827|-0.25934082|-0.454445|-0.42197418|-0.27693942|-0.13980365|0.0704894|-0.18844205|-0.042717606|-0.6774413|0.9130479|-0.11716618|0.3903447|-0.20763068|-0.50888085|0.09479752|0.15909761|0.19078717|-0.53405356|-0.18747437|-0.3242977|-0.27710646|0.06411548|0.77437663|0.246489|0.19521946|-0.43161678|0.3657022|-0.44104528|0.18210259|0.06908352|0.060385272|-0.35774747|0.16786085|-0.55760586|-0.12816243|-1.0182153|0.056285672|-0.41318917|-0.8174763|0.41758695|-0.29608202|-0.16058244|-0.28525874|-0.12039077|-0.07268357|-0.5907215|0.4047907|0.3428361|-0.7620488|0.2957552|0.5004547|-0.6479766|0.53783524|-0.5386684|-0.30413073|-0.17731449|-0.40594283|-0.37229744|0.20815843|0.06385511|0.13493797
32;0.86485624|-0.12632746|0.10553059|-0.23451212|-0.23088834|0.6646836|-0.25265306|0.5925524|0.16831073|-0.35593608|0.513363|-0.8204418|-0.0068584383|-0.31179535|0.6448577|-0.9550769|0.20641239|0.5164475|0.4703979|-0.26036066|0.09713693|0.36224106|-0.23797874|-0.22647904|-0.4796269|-0.4384541|-0.027557671|0.8582108|0.40368897|-0.011253744|-0.611604|0.26166987|0.90539974|-0.4168283|-0.31193593|0.27187172|-0.06683841|0.023399562|-0.49715257|-0.13037276|-0.16601399|-0.57684094|-0.39876798|-0.106637776|-0.6273084|-0.346667|-0.56655765|0.6029475|0.21123618|0.21583232|0.032440066|-0.2800705|-0.40820312|-0.116800986|0.1100122|0.1272136|-0.5411768|-0.84009194|0.19866538|-0.38501593|0.3800036|0.13455428|0.07687697|0.16139466|0.22031438|0.13171971|-0.55575156|0.159136|-0.05913877|-0.27540725|-0.073354036|0.09700456|-0.55355734|-0.1113261|-0.7482217|0.1503403|-0.7238027|-0.5341484|0.10323179|-0.4188336|-0.1269363|0.4203021|-0.40198582|-0.10351334|-0.06667423|0.40916628|0.1541147|-0.6616416|0.5748999|0.2865718|-0.7681793|-0.3577012|-0.2146956|-0.23156182|-0.13999218|-0.51644623|-0.3693223|0.3292327|-0.08840673|0.03193438
33;0.45711455|-0.39730886|0.43369997|0.120715305|-0.37615734|0.21975765|-0.37014484|0.68|-0.27639818|-0.37086588|0.428272|-0.046051413|0.4883806|-0.34115943|0.8335197|-0.6395247|-0.07272482|0.22810054|0.5175715|-0.27904078|0.13757561|0.1664455|-0.19529286|-0.22613248|-0.06426641|-0.27351072|-0.21064915|0.9485864|0.21002185|-0.44577307|-0.32759058|-0.50007504|0.34758472|0.46928245|-0.7627207|0.24115127|-0.20288935|0.33420378|-0.1996012|-0.45387593|-0.1257398|-0.20199525|-0.46614408|-0.11969367|-0.19204237|-0.22214484|-0.41018012|-0.58739877|0.57481897|0.3751818|0.16394474|-0.13451599|-0.5258572|-0.40435782|-0.11464147|0.14881787|0.002672106|-0.29302752|-0.16733527|-0.42909068|-0.291224|-0.22769277|0.5176254|-0.096923746|0.18556798|0.32606912|-0.18166083|-0.28936225|-0.030690111|0.19343428|-0.73530066|-0.012682527|-0.21969944|-0.26559338|-0.7999353|0.36341813|-0.53488636|-0.60262436|0.47528708|-0.08093367|0.010492735|-0.18079785|-0.27915087|-0.028357707|-0.26836705|-0.19525647|0.14240548|0.05831803|-0.1042842|0.51198745|-0.38974747|0.38845566|-0.4142833|0.29962522|-0.29994914|-0.34441754|-0.22925709|0.5845154|0.22670108|-0.234942
34;0.5593023|-0.40720254|0.24299617|0.29332283|-0.24611771|0.1706625|-0.10368544|0.45117554|-0.11156167|-0.25933278|0.5766247|-0.5043299|0.074513026|-0.19313878|0.46367764|-0.6763882|0.0672376|0.50372267|0.2987225|-0.5359791|0.034904227|0.09090303|-0.38780138|-0.32757506|-0.54605675|-0.38036573|-0.42917043|0.546587|0.18783319|-0.23487958|-0.30842695|0.1081165|0.5202984|0.15371904|-0.48912162|0.2943501|-0.5324323|0.1595088|-0.21546176|-0.53357995|-0.0147615895|-0.48048317|-0.48981875|-0.369869|-0.2830452|-0.26025444|-0.37475783|0.20384142|-0.040913373|0.4082573|0.58665764|-0.4406384|-0.19860594|-0.015206224|-0.36099377|0.026331872|-0.45944226|-0.2846609|0.021110326|-0.63167745|-0.20668061|0.17329313|0.44531435|-0.096738726|-0.03886105|-0.013452947|-0.42595017|0.27903605|0.010003374|0.20337966|-0.24081168|0.293447|-0.34719664|-0.070937715|-0.56223845|0.24904233|-0.13891043|-0.66405827|0.33179137|0.022326067|0.1262843|-0.044802055|-0.08137974|0.12207777|-0.28980574|-0.29784125|0.12600477|-0.0021032356|0.21752131|0.16525783|-0.19821668|0.3318197|-0.32954141|0.165523|-0.34187776|-0.13136065|-0.16413495|0.8771987|0.34455407|-0.4416825
35;0.20941359|0.092632204|0.08130555|0.08912474|0.11113271|0.3242142|-0.48208004|0.5878582|-0.41051456|-0.23207484|0.96025527|-0.103553146|-0.05376692|-0.23656172|0.76521105|-0.4378779|-0.33144087|0.40990147|0.22259042|-0.6281271|-0.027062979|-0.22420648|-0.5845621|0.10352819|-0.08598575|-0.55741596|-0.05059038|0.50767577|0.34253705|-0.3513847|-0.5402987|-0.19908057|0.4371305|0.33531857|-0.17536709|-0.011719257|-0.16367546|0.34072077|-0.519714|-0.3371665|-0.30073196|-0.08375862|-0.5118545|-0.43121016|0.35164046|-0.33467278|-0.08772424|0.12257804|0.24035326|0.61786765|0.7567835|-0.4818617|-0.23138425|-0.20107901|-0.20887147|0.12034744|-0.054265797|-0.7225909|0.03840016|-0.16206881|0.18579769|0.24875289|0.36556733|0.09971406|0.009869015|0.73878914|-0.52194864|0.41547185|-0.66069037|0.7196261|-0.186812|0.016647205|-0.35663024|0.0684302|-0.65738165|-0.031343102|-0.69117117|-0.6768272|0.41182086|-0.28323632|0.38242278|-0.066078246|0.035710305|-0.047287017|-0.13736153|0.006406568|0.28325|-0.015197828|0.27608654|0.33102006|-0.4430369|0.35980326|-0.13818942|0.01420182|-0.42805713|-0.1039954|-0.003978014|0.8045801|0.08530302|-0.19315934
36;0.65491474|-0.23906213|0.14247891|0.17318767|-0.48455274|0.7378546|-0.22754836|0.3997813|0.068525404|-0.4311967|0.5928786|-0.018986195|0.22718054|-0.46576548|0.80285823|-0.53565776|-0.1537375|0.25689036|0.39399254|-0.2793159|0.26865017|0.2227843|-0.32104996|-0.21020716|-0.23197687|-0.41542923|-0.4111665|0.65875244|0.11862073|-0.46735945|-0.5442053|-0.14720775|0.48426005|0.14263153|-0.5199216|0.32417744|-0.28621662|0.007119328|-0.4670437|-0.66458356|-0.11103245|-0.43369055|-0.33947754|-0.35694793|0.044010416|-0.6026472|-0.29272383|-0.07095483|0.32537815|0.2802906|0.46923083|-0.6180527|0.08571017|-0.17198431|-0.1859596|-0.040554702|-0.20880216|-0.6468171|-0.08136366|-0.63530356|-0.09402444|0.042594433|0.3552024|-0.32340834|-0.076605685|0.15101781|-0.29234853|-0.2532985|-0.004401138|0.19248296|-0.23030108|0.40869445|-0.3968552|0.030064074|-0.48795497|0.17694937|-0.28614923|-0.5270803|0.19143876|-0.26839364|0.18722141|-0.09507096|-0.26254308|0.21053225|-0.3548686|-0.17794976|0.24601972|0.15427521|0.4569857|0.2756644|-0.420418|0.5040229|-0.10288632|0.18897416|-0.23045714|-0.08868435|-0.4139496|0.8057311|0.2981372|-0.3499328
37;0.67043895|-0.38295668|-0.09003115|0.6080921|-0.054038525|0.22098461|-0.2471917|0.3953371|-0.11234797|-0.08802354|0.61790466|-0.4019329|0.0494992|-0.6166295|0.030743718|-0.21693882|0.35724187|0.23588328|0.87353694|-0.120330065|0.5908338|-0.25893915|-0.36413434|0.18229099|-0.5866444|-0.6262586|0.15086225|0.5334594|0.041375067|-0.73370075|-0.19769648|0.122650504|0.6855141|0.25103208|-0.87480515|0.2258578|-0.21476486|0.1745926|-0.42433637|-0.2390187|-0.4686358|-0.58943844|-0.74576986|-0.2911567|0.05178072|-0.048405886|-0.28784442|-0.0045244507|0.1642508|0.35882998|0.05380878|-0.7956197|-0.030054629|0.52762437|0.027689427|0.44787455|-0.42490575|-0.32836437|-0.009852074|-0.47440097|-0.7315904|-0.08574583|0.5302404|0.14670157|0.07107913|0.5746416|-0.29083875|0.14467105|0.44411945|0.04665643|-0.111777544|0.70630676|-1.0765722|-0.056522876|-0.31993043|-0.27452266|-0.07740411|-0.15367344|0.5798141|-0.40139854|-0.1208033|-0.11391874|-0.69587016|-0.37902316|-0.2358423|-0.36614606|0.36123788|0.053305216|0.8986299|0.28181893|-0.8015992|0.33376414|-0.03972152|-0.2742805|-0.3326428|0.48107392|-0.4504513|0.6759714|0.22809164|-0.2684533
38;0.6490447|-0.52934813|0.15521234|0.4776696|-0.06963231|0.5416638|-0.379428|-0.16804057|-0.59349203|0.014859915|0.5888534|-0.3178335|0.48530295|-0.44895515|0.15047613|-0.5483806|-0.38278502|0.2253752|0.50869215|-0.69681615|0.2640633|0.4123851|-0.46304455|-0.57587254|-0.22723232|-0.7119391|-0.28048226|0.5837895|0.033778396|-0.5650632|-0.38150582|-0.0197216|0.46415782|-0.13291645|-0.38836762|0.54072237|-0.08720669|0.31374383|-0.015314132|-0.3114499|0.12324415|-0.6927788|-0.4036336|-0.48182395|-0.119336024|-0.22126868|-0.572881|0.10291564|-0.29804784|0.6757779|0.35586306|-0.3349619|0.1491535|0.08031052|-0.41687208|0.74654436|-0.9722624|-0.1331335|-0.08676114|-0.1277762|-0.7435905|0.51099104|0.07590759|-0.9850305|-0.41862816|0.33740452|-0.31758797|0.1694184|-0.3128598|-0.022887334|-0.18775457|0.11435466|-0.10246365|-0.18955381|-0.46064612|0.45575857|0.13918415|-0.8848258|0.34064043|-0.26573092|0.35483626|-0.097797915|-0.40280908|0.13816807|-0.55235827|-0.24477309|0.26377392|0.5606912|-0.09138283|0.44242737|-0.359213|0.42159998|-0.73282677|0.6433781|0.026715577|0.3365823|-0.26285788|0.6919449|0.56654525|-0.10823153
39;-0.09730238|-0.46064875|0.0844416|0.27498284|-0.08645016|0.6658059|-0.686118|0.91648245|-0.08734878|-0.39008728|0.24001509|-0.30670327|0.263484|-0.6329406|0.5096464|-0.5023117|-0.35659695|0.27984813|0.38377482|-0.39861152|0.041313842|0.27348733|-0.7795918|-0.083952755|-0.23858881|-0.14590737|-0.15227716|0.8082884|-0.061788082|-0.44501555|-0.5063416|0.42795926|0.42183948|0.081529476|-0.61847574|-0.17828044|-0.019222617|0.19003673|-0.3528064|-0.6930608|-0.4377665|0.030288905|-0.68020165|-0.25672567|-0.24585497|-0.36422405|-0.0795376|-0.4422501|0.40013403|0.10713668|0.25563064|-0.21244808|-0.31642607|-0.2144032|-0.484753|-0.137196|-0.30376038|-0.3864613|-0.017107591|-0.38584542|-0.0145775825|0.17892075|0.052555233|0.16959846|0.014622593|0.37043944|-0.34092912|-0.10649961|0.4052915|0.4615978|-0.69863284|-0.039255023|-0.2841066|-0.06800948|-0.56734234|0.39315605|-0.56488305|-0.48154968|0.13796067|0.154698|0.0236336|0.15817213|-0.36157578|0.08807216|-0.27163655|0.03612046|0.41848838|-0.18655628|0.27979574|0.4744382|-0.5637425|0.42526197|-0.497086|0.015912443|-0.5583718|0.04930123|-0.20946294|0.43774796|-0.12328656|-0.28792167
